Sep11,110502,952.50,969.75,931.50,933.75,-13.25,"2,304","16,282",-83
Sep11,110512,928.00,934.50,905.00,907.00,-20.75,995,"16,626",+185
Sep11,110520,988.75,996.00,969.00,980.75,-8.75,"2,661","15,925",-475
Sep11,110506,898.75,922.00,888.50,908.25,+9.75,740,"16,957",+33
Sep11,110511,959.50,964.00,924.50,927.75,-31.75,881,"16,441",-152
Sep11,110524,988.00,991.75,974.50,975.50,-12.00,"1,860","15,999",+92
Sep11,110510,944.00,977.50,944.00,959.50,+12.00,"1,509","16,593",-169
Sep11,110518,939.25,988.50,937.75,983.75,+47.00,796,"16,535",-138
Sep11,110509,917.25,954.75,917.25,947.50,+39.25,"2,119","16,762",-195
Sep11,110503,938.25,943.00,925.75,934.00,+0.25,"1,209","16,390",+108
Sep11,110516,908.00,921.50,907.00,913.50,+10.00,"1,200","16,676",-191
Sep11,110517,914.50,939.00,910.50,936.75,+23.25,832,"16,673",-3
Sep11,110519,981.75,1004.50,981.75,989.50,+5.75,"1,624","16,400",-135
Sep11,110525,976.00,1013.00,976.00,1004.75,+29.25,"1,715","16,091",+92
Sep11,110504,930.00,930.50,914.25,918.00,-16.00,997,"16,428",+38
Sep12,120515,729.00,749.00,728.75,745.00,+18.50,"2,036","10,816",+286
Sep12,120529,782.50,785.50,765.00,768.25,-14.75,905,"10,943",+20
Sep12,120502,771.75,771.75,749.00,750.75,-24.00,300,"10,819",-55
Sep12,120501,777.25,780.25,771.00,774.75,-8.00,934,"10,874",+96
Sep12,120511,731.00,735.00,725.00,726.00,-5.25,"1,076","10,454",-214
Sep12,120530,768.25,771.00,758.50,762.75,-5.50,566,"10,939",-4
Sep12,120514,726.00,733.50,725.00,726.50,+0.50,729,"10,530",+76
Sep12,120524,773.25,785.00,770.75,773.50,+0.75,673,"10,833",-93
Sep12,120521,788.00,807.00,788.00,795.00,+6.50,920,"10,920",-57
Sep12,120531,764.00,764.00,750.00,753.00,-9.75,806,"10,784",-155
Sep12,120516,744.25,763.25,743.50,755.50,+10.50,733,"10,895",+79
Sep12,120509,736.50,741.00,732.00,733.50,-2.75,743,"10,769",-7
Sep12,120510,733.00,737.50,728.75,731.25,-2.25,"1,103","10,668",-101
Sep12,120518,764.75,805.00,762.00,788.50,+24.00,727,"10,977",+62
Sep12,120525,773.00,789.50,773.00,783.00,+9.50,905,"10,943",+20
Sep12,120525,773.00,789.50,773.00,783.00,+9.50,"1,045","10,923",+90
Sep12,120522,791.00,796.25,778.25,779.25,-15.75,"1,397","10,830",-90
Sep12,120507,744.00,744.00,734.75,738.25,-6.75,"1,017","10,588",-195
Sep12,120523,780.25,783.75,761.25,772.75,-6.50,744,"10,926",+96
Sep12,120503,751.50,754.50,745.00,746.25,-4.50,863,"10,503",-316
Sep12,120517,756.00,774.25,755.25,764.50,+9.00,"1,107","10,915",+20
Sep12,120504,748.00,751.50,736.00,745.00,-1.25,"1,372","10,783",+280
Sep12,120508,740.00,747.50,733.75,736.25,-2.00,"1,284","10,776",+188
Sep13,130516,798.25,803.25,795.00,796.50,-2.00,497,"10,037",+22
Sep13,130524,805.00,806.00,798.50,799.25,-5.75,"1,070","9,282",+65
Sep13,130502,816.50,829.50,816.50,827.50,+8.50,"2,802","9,044",-56
Sep13,130514,807.50,813.25,804.25,806.50,-2.00,738,"10,002",-25
Sep13,130523,797.00,813.00,797.00,805.00,+7.75,"1,487","9,217",-312
Sep13,130528,799.25,808.00,794.00,798.25,-1.00,"1,425","9,541",+259
Sep13,130510,820.00,820.00,803.50,804.75,-16.50,"1,101","9,871",+121
Sep13,130508,806.50,812.00,800.75,810.75,+4.25,686,"9,714",+75
Sep13,130530,801.00,806.75,797.50,805.25,+0.25,"1,259","9,968",+441
Sep13,130521,795.00,801.00,790.75,797.00,-2.25,686,"9,939",-98
Sep13,130509,810.50,824.50,809.75,821.25,+10.50,"1,257","9,750",+36
Sep13,130507,804.75,810.25,800.00,806.50,+2.50,554,"9,639",+53
Sep13,130520,795.00,800.00,791.00,799.25,+4.25,"1,366","10,037",+13
Sep13,130529,799.00,807.75,798.25,805.00,+6.75,"1,296","9,527",-14
Sep13,130524,805.00,806.00,798.50,799.25,-5.75,"1,070","9,282",+65
Sep13,130513,801.00,816.75,800.50,808.50,+3.75,"1,096","10,027",+156
Sep13,130515,806.75,807.00,798.00,798.50,-8.00,568,"10,015",+13
Sep13,130501,824.00,827.50,811.00,819.00,-5.00,"1,499","9,100",+557
Sep13,130503,826.25,829.50,817.00,819.25,-8.25,"1,357","9,340",+296
Sep13,130506,815.00,816.50,803.50,804.00,-15.25,955,"9,586",+246
Sep13,130517,796.50,801.00,793.50,795.00,-1.50,551,"10,024",-13
Sep13,130522,796.25,803.00,795.75,797.25,+0.25,"1,210","9,529",-410
Sep13,130531,804.50,813.25,801.25,808.25,+3.00,"1,178","10,313",+345
Sep99,990601,324.50,329.50,323.50,328.50,+1.50,904,"6,980",+23
Sep99,990618,343.00,344.00,339.50,340.75,-0.25,"1,252","8,828",-25
Sep99,990616,345.50,347.25,344.00,344.00,-1.50,"2,172","8,634",+24
Sep99,990604,343.00,345.25,339.50,341.00,-2.00,"2,607","8,151",+179
Sep99,990614,341.00,348.00,339.25,346.75,+1.50,"2,961","8,494",+234
Sep99,990615,346.00,349.50,344.50,345.50,-1.25,"1,565","8,610",+116
Sep99,990625,348.00,350.50,345.50,348.25,+1.50,"3,844","10,667",+739
Sep99,990629,353.00,353.50,345.00,345.75,-4.00,"4,090","11,519",+636
Sep99,990609,343.50,350.25,342.75,346.50,+3.00,"1,886","8,189",-233
Sep99,990622,342.50,344.50,339.50,340.00,-1.75,"2,141","9,219",+105
Sep99,990624,342.00,347.00,340.50,346.75,+3.50,"2,922","9,928",+607
Sep99,990602,330.50,336.50,329.00,336.25,+7.75,"1,831","7,277",+297
Sep99,990630,342.00,343.50,338.00,341.75,-4.00,"4,107","12,025",+506
Sep99,990617,346.00,346.50,340.50,341.00,-3.00,943,"8,853",+219
Sep99,990623,340.00,343.50,339.50,343.25,+3.25,"2,583","9,321",+102
Sep99,990608,344.00,346.00,342.50,343.50,-2.00,"1,649","8,422",+129
Sep99,990611,352.50,356.75,345.00,345.25,-7.00,"2,054","8,260",-666
Sep99,990628,349.50,355.00,349.00,349.75,+1.50,"4,552","10,883",+216
Sep99,990610,348.00,354.00,347.50,352.25,+5.75,"3,968","8,926",+737
Sep99,990607,346.00,349.00,345.00,345.50,+4.50,"1,835","8,293",+142
Sep99,990621,341.00,343.25,340.00,341.75,+1.00,"1,488","9,114",+286
Sep00,000623,342.00,342.00,337.50,337.75,-5.00,"1,955","8,520",+101
Sep00,000612,332.00,333.50,330.75,332.25,-3.00,642,"6,607",-191
Sep00,000629,335.50,336.50,333.00,333.50,-0.50,"2,793","9,306",+200
Sep00,000621,337.00,344.00,337.00,341.25,+4.75,"1,814","7,918",+641
Sep00,000607,334.00,334.50,330.00,334.00,-1.00,867,"6,083",+0
Sep00,000605,336.00,336.50,331.50,333.50,-3.25,855,"5,932",-15
Sep00,000616,333.00,334.50,331.50,331.50,unch,"1,359","7,318",-69
Sep00,000630,328.00,330.00,325.50,329.00,-4.50,"3,018","9,571",+265
Sep00,000609,333.50,335.75,332.50,335.25,+1.75,"1,568","6,798",+346
Sep00,000601,339.00,339.50,334.00,334.00,-4.25,"1,140","5,846",-69
Sep00,000622,342.50,343.25,341.00,342.75,+1.50,"4,092","8,419",+501
Sep00,000628,336.50,336.75,333.50,334.00,-4.00,"1,607","9,106",+362
Sep00,000620,333.50,339.50,332.50,336.50,+3.50,"1,715","7,277",+59
Sep00,000626,337.00,339.50,337.00,338.50,+0.75,"1,449","8,479",-41
Sep00,000615,332.50,333.00,331.00,331.50,+0.25,"1,278","7,387",+388
Sep00,000614,331.00,332.50,329.50,331.25,-0.25,936,"6,999",+152
Sep00,000602,334.00,337.00,333.00,336.75,+2.75,831,"5,947",+101
Sep00,000606,334.50,335.50,332.00,335.00,+1.50,867,"6,083",+151
Sep00,000608,334.50,335.25,333.25,333.50,-0.50,818,"6,452",+369
Sep00,000619,332.00,333.25,330.50,333.00,+1.50,"1,343","7,218",-100
Sep00,000613,332.50,334.25,330.50,331.50,-0.75,799,"6,847",+240
Sep00,000627,340.00,340.50,337.00,338.00,-0.50,"1,571","8,744",+265
Sep01,010607,331.50,335.00,331.50,333.25,+2.25,944,"6,011",+244
Sep01,010615,328.50,328.50,324.00,324.25,-5.50,"1,392","6,536",+463
Sep01,010621,323.00,325.50,322.50,323.00,-1.75,"1,781","7,744",+382
Sep01,010619,327.00,328.75,324.50,327.75,+0.75,"2,004","7,213",+551
Sep01,010614,329.50,330.50,328.25,329.75,-1.25,769,"6,073",+351
Sep01,010627,315.00,316.00,314.00,314.50,unch,"4,693","9,867","+1,620"
Sep01,010611,334.00,335.00,331.50,333.25,unch,230,"5,605",-505
Sep01,010622,323.00,323.25,318.75,319.25,-3.75,"1,716","8,027",+283
Sep01,010608,333.00,334.25,332.50,333.25,unch,659,"6,110",+99
Sep01,010606,329.00,332.75,328.50,331.00,+1.00,995,"5,767",+191
Sep01,010620,327.50,328.00,324.50,324.75,-3.00,682,"7,362",+149
Sep01,010613,333.00,333.25,329.50,331.00,-1.50,296,"5,722",-13
Sep01,010612,334.50,335.00,331.25,332.50,-0.75,638,"5,735",+130
Sep01,010629,316.00,317.00,312.50,316.25,+3.50,"5,031","15,499","+2,707"
Sep01,010618,324.25,327.25,323.00,327.00,+2.75,980,"6,662",+126
Sep01,010628,315.00,316.00,312.50,312.75,-1.75,"6,051","12,792","+2,925"
Sep01,010605,334.50,335.25,329.75,330.00,-4.25,802,"5,576",+76
Sep01,010625,318.75,318.75,311.00,311.50,-7.75,"1,540","8,565",+538
Sep01,010626,312.50,315.00,312.00,314.50,+3.00,"2,599","8,247",-318
Sep02,020619,302.00,303.50,301.00,302.25,+1.00,"1,393","6,256",+445
Sep02,020614,307.50,309.25,305.75,306.50,-1.25,"1,371","5,845",+389
Sep02,020621,305.50,307.00,303.25,305.75,+0.25,"5,097","8,200","+1,416"
Sep02,020613,304.75,309.00,302.75,307.75,+3.50,"1,107","5,456",+171
Sep02,020618,302.50,303.75,301.00,301.25,-0.75,674,"5,811",-614
Sep02,020611,303.75,303.75,301.00,302.25,-0.25,540,"5,352",+158
Sep02,020610,301.50,303.25,301.00,302.50,-0.75,"1,280","5,194",-313
Sep02,020624,308.50,312.50,307.00,310.00,+4.25,"2,961","8,412",+212
Sep02,020628,330.00,333.00,326.00,330.75,-3.25,"6,843","11,104","+1,033"
Sep02,020625,309.25,317.00,307.50,315.25,+5.25,"3,602","9,585","+1,173"
Sep02,020606,308.75,310.50,307.00,307.00,-1.50,"1,187","5,606",+110
Sep02,020605,308.50,309.50,306.00,308.50,+2.00,885,"5,496",+133
Sep02,020603,305.00,314.00,304.50,310.00,+3.75,933,"5,206",+138
Sep02,020607,306.00,306.00,302.50,303.25,-3.75,909,"5,507",-99
Sep02,020617,306.25,306.25,302.00,302.00,-4.50,"1,434","6,425",+580
Sep02,020604,311.00,312.00,306.25,306.50,-3.50,"1,408","5,363",+157
Sep02,020627,318.00,336.00,316.25,334.00,+17.00,"4,483","10,071",+343
Sep02,020612,304.75,305.50,301.50,304.25,+2.00,"1,224","5,285",-67
Sep02,020620,303.50,306.00,303.00,305.50,+3.25,"1,815","6,784",+528
Sep02,020626,311.00,318.00,311.00,317.00,+1.75,"3,428","9,728",+143
Sep03,030604,352.25,353.50,348.00,348.75,-4.00,"1,032","5,617",+250
Sep03,030620,343.00,343.50,340.50,341.75,-2.75,"1,149","8,165",+641
Sep03,030609,351.50,355.50,351.00,354.50,+2.25,"1,219","6,492",+380
Sep03,030627,334.00,335.50,330.00,330.25,-4.25,"2,927","8,763",+154
Sep03,030626,338.25,338.75,334.50,334.50,-3.75,"1,964","8,609",+167
Sep03,030623,340.50,340.75,338.50,339.50,-2.25,"1,831","8,322",+157
Sep03,030618,342.75,345.25,342.00,344.00,+1.25,"2,429","7,390",+554
Sep03,030616,345.25,346.25,341.50,342.50,-2.75,"1,382","6,868",+236
Sep03,030603,354.00,354.25,352.50,352.75,-1.25,485,"5,367",+171
Sep03,030605,348.00,352.00,346.00,350.75,+2.00,"1,337","5,848",+231
Sep03,030606,351.50,354.25,349.50,352.25,+1.50,"1,943","6,112",+264
Sep03,030612,352.00,356.00,352.00,355.00,+3.75,946,"6,605",+156
Sep03,030625,338.00,339.00,336.50,338.25,+1.00,"1,875","8,442",+135
Sep03,030617,342.50,343.75,339.50,342.75,+0.25,"1,382","6,868",+0
Sep03,030613,355.00,355.00,345.00,345.25,-9.75,"1,221","6,632",+27
Sep03,030630,333.00,337.50,332.50,336.75,+6.50,"3,076","9,548",+785
Sep03,030619,344.50,345.50,343.00,344.50,+0.50,916,"7,524",+134
Sep03,030602,357.00,359.50,353.25,354.00,-4.50,661,"5,196",-3
Sep03,030611,352.00,355.00,351.00,351.25,-4.25,"1,184","6,449",+84
Sep03,030624,338.00,340.25,337.00,337.25,-2.25,"1,826","8,307",-15
Sep03,030610,354.50,361.25,354.50,355.50,+1.00,719,"6,365",-127
Sep04,040615,404.00,405.00,400.00,403.00,-1.50,711,"10,826",-2
Sep04,040628,398.00,398.25,395.25,397.50,-1.25,"2,257","11,783",-972
Sep04,040616,405.00,407.00,402.00,402.25,-0.75,"1,619","11,138",+312
Sep04,040610,406.00,406.50,402.00,403.50,-5.50,"1,562","10,192",+7
Sep04,040622,405.50,405.50,400.00,400.25,-6.00,"1,241","11,410",+40
Sep04,040608,409.50,411.00,407.00,409.50,-1.00,"1,921","9,370",+500
Sep04,040607,408.50,411.00,406.25,410.50,-4.00,559,"8,870",+170
Sep04,040624,403.25,403.50,398.00,398.75,-3.75,"2,188","11,936",+11
Sep04,040602,424.00,424.00,415.00,416.00,-10.00,"1,098","8,327",-95
Sep04,040618,405.00,406.00,403.00,405.00,+0.25,"1,082","11,174",+59
Sep04,040609,408.00,410.00,406.00,409.00,-0.50,"1,592","10,185",+815
Sep04,040623,400.75,403.00,399.50,402.50,+2.25,"3,963","11,925",+515
Sep04,040603,412.00,415.00,410.00,412.00,-4.00,"1,020","8,616",+289
Sep04,040601,415.00,432.00,415.00,426.00,+19.50,"1,109","8,422",-11
Sep04,040629,398.50,399.75,396.00,398.75,+1.25,"2,793","11,888",+105
Sep04,040625,398.75,401.50,398.25,398.75,unch,"3,286","12,755",+819
Sep04,040630,396.00,396.00,384.00,388.50,-10.25,"2,373","12,793",+905
Sep04,040614,402.50,408.25,402.50,404.50,+1.00,"2,442","10,828",+636
Sep04,040617,404.00,405.00,402.00,404.75,+2.50,"2,266","11,115",-23
Sep04,040621,403.50,409.00,403.50,406.25,+1.25,"1,590","11,370",+196
Sep04,040610,406.00,406.50,402.00,403.50,-5.50,"1,562","10,192",+7
Sep04,040604,414.50,415.00,412.25,414.50,+2.50,"1,214","8,700",+84
Sep05,050615,344.00,348.50,343.75,346.75,+4.25,"2,399","10,841",+94
Sep05,050617,347.50,353.00,347.00,351.50,+6.75,"2,685","11,472",+15
Sep05,050602,352.00,352.00,346.00,346.50,-8.50,"1,308","9,232",-220
Sep05,050622,363.00,364.50,360.00,361.50,+1.25,"3,054","12,470",+593
Sep05,050628,354.00,356.50,353.00,354.25,-1.75,"2,931","12,655",+414
Sep05,050606,350.00,350.25,345.00,345.00,-1.50,"1,461","9,468",+174
Sep05,050620,357.00,365.00,357.00,361.50,+10.00,"2,224","11,591",+119
Sep05,050627,361.00,362.00,353.00,356.00,-8.75,"2,184","12,241",-161
Sep05,050623,361.50,364.25,359.00,359.75,-1.75,"1,853","12,242",-228
Sep05,050613,342.50,346.50,342.50,344.00,+2.50,"2,768","10,792",+807
Sep05,050603,345.50,348.00,345.50,346.50,unch,"1,525","9,294",+62
Sep05,050624,362.00,365.00,362.00,364.75,+5.00,"2,179","12,402",+160
Sep05,050601,355.00,357.00,354.00,355.00,-1.25,981,"9,452",-231
Sep05,050629,356.00,357.75,351.00,352.75,-1.50,"3,002","13,086",+431
Sep05,050607,344.00,344.75,341.50,342.00,-3.00,961,"9,514",+46
Sep05,050609,338.00,341.00,337.75,340.25,+1.75,"1,452","9,506",+236
Sep05,050608,340.00,340.50,338.00,338.50,-3.50,"1,003","9,270",-244
Sep05,050610,342.00,343.50,341.00,341.50,+1.25,"2,422","9,985",+479
Sep05,050616,348.75,349.25,344.50,344.75,-2.00,"3,831","11,457",+616
Sep05,050621,358.00,368.00,357.00,360.25,-1.25,"5,179","11,877",+286
Sep05,050614,341.00,343.25,340.00,342.50,-1.50,"2,733","10,747",-45
Sep05,050630,351.00,353.00,345.00,347.00,-5.75,"3,067","13,492",+406
Sep06,060630,492.00,495.50,488.00,493.00,+5.50,"4,142","19,684",+202
Sep06,060606,471.00,471.00,459.00,459.00,-14.75,317,"13,387",-47
Sep06,060619,440.00,444.75,438.50,442.75,unch,"2,237","14,026",+96
Sep06,060615,444.00,447.00,440.25,445.25,+2.25,"2,462","13,968",+119
Sep06,060627,477.00,486.00,477.00,484.50,+9.75,"4,229","18,373","+1,638"
Sep06,060602,472.00,477.00,471.50,477.00,+8.00,975,"13,932",+399
Sep06,060607,460.50,466.50,455.00,466.50,+7.50,548,"13,532",+145
Sep06,060612,460.50,463.00,457.00,459.25,+3.50,"1,636","13,647",+276
Sep06,060616,446.00,447.50,440.00,442.75,-2.50,"2,752","13,930",-38
Sep06,060601,467.50,471.00,464.50,469.00,-0.50,"1,167","13,533",+339
Sep06,060613,457.50,459.50,453.00,454.50,-4.75,"1,245","13,785",+138
Sep06,060621,459.50,465.00,457.00,464.25,+10.75,"6,410","14,109",+367
Sep06,060620,446.00,455.00,445.50,453.50,+10.75,"2,744","13,742",-284
Sep06,060626,458.00,475.00,458.00,474.75,+13.50,"4,161","16,735",+926
Sep06,060629,484.00,490.00,484.00,487.50,+5.50,"2,648","19,482",+548
Sep06,060622,468.00,468.00,461.00,462.00,-2.25,"3,906","15,218","+1,109"
Sep06,060628,485.00,486.50,476.00,482.00,-2.50,"3,994","18,934",+561
Sep06,060623,465.00,466.00,460.00,461.25,-0.75,"3,957","15,809",+591
Sep06,060609,469.00,470.00,453.50,455.75,-7.75,"1,513","13,371",-309
Sep06,060608,465.50,465.50,458.00,463.50,-3.00,"1,099","13,680",+148
Sep06,060605,475.00,478.00,472.00,473.75,-3.25,"1,107","13,434",-498
Sep06,060614,455.25,456.00,440.00,443.00,-11.50,"1,083","13,849",+64
Sep07,070613,571.00,595.00,569.50,593.00,+20.00,"2,275","13,779",-104
Sep07,070604,542.00,549.00,538.00,538.25,-3.50,"2,774","12,764",+0
Sep07,070621,605.00,612.00,596.00,607.00,+10.50,"3,957","17,208",+790
Sep07,070606,542.00,542.00,529.50,532.50,-9.00,947,"13,416",+176
Sep07,070612,565.00,581.00,564.00,573.00,+8.25,"2,486","13,883",+544
Sep07,070625,593.00,601.50,592.50,593.50,-3.00,"4,468","19,263",+910
Sep07,070601,535.50,545.00,535.50,541.75,+0.75,"2,774","12,764",-444
Sep07,070605,543.00,548.25,539.50,541.50,+3.25,"1,357","13,240",+476
Sep07,070629,652.00,652.00,613.00,624.25,+2.25,"4,327","22,522",+361
Sep07,070627,617.00,628.00,608.50,615.75,+3.25,"5,380","21,449",+829
Sep07,070628,623.00,625.75,618.00,622.00,+6.25,"5,655","22,161",+712
Sep07,070620,582.00,607.00,582.00,596.50,+14.50,"3,457","16,418",+321
Sep07,070614,600.00,606.00,591.00,600.00,+7.00,"3,721","14,502",+723
Sep07,070607,529.50,539.75,527.00,537.75,+5.25,"1,098","13,147",-269
Sep07,070611,541.00,571.75,541.00,564.75,+23.00,"2,536","13,339",+192
Sep07,070622,601.00,604.00,592.00,596.50,-10.50,"4,991","18,353","+1,145"
Sep07,070618,593.00,596.00,589.50,595.00,unch,"2,658","15,415",+913
Sep07,070608,537.50,542.00,530.00,541.75,+4.00,"1,098","13,147",+0
Sep07,070619,585.00,592.00,579.00,582.00,-13.00,"1,918","16,097",+682
Sep07,070615,600.00,602.75,593.00,595.00,-5.00,"3,721","14,502",+0
Sep07,070626,594.00,623.50,593.75,612.50,+19.00,"3,548","20,620","+1,357"
Sep08,080624,964.00,974.00,962.00,967.75,+3.75,"1,785","16,641",+1
Sep08,080618,997.00,1006.00,984.00,998.00,+4.25,"1,104","16,504",-479
Sep08,080603,880.00,883.00,855.00,855.00,-31.00,"1,356","18,625",+76
Sep08,080604,860.00,867.00,847.00,850.00,-5.00,"1,681","18,194",-431
Sep08,080619,988.00,997.00,977.00,982.00,-16.00,"2,318","16,721",+217
Sep08,080623,955.00,967.00,950.00,964.00,-6.00,"1,514","16,640",-143
Sep08,080605,856.00,877.00,856.00,877.00,+27.00,"2,741","18,308",+114
Sep08,080606,883.00,917.00,883.00,912.00,+35.00,"2,741","18,308",+0
Sep08,080616,990.25,1003.00,970.00,970.25,-6.75,"2,891","16,983",+51
Sep08,080611,910.00,963.00,910.00,961.00,+58.00,"1,509","16,983",-114
Sep08,080630,995.00,998.00,950.00,950.50,-51.75,"2,586","16,734",+139
Sep08,080626,990.00,1035.00,990.00,1019.75,+27.00,"1,373","17,186",+0
Sep08,080620,981.00,991.25,964.75,970.00,-12.00,"2,318","16,721",+0
Sep08,080610,902.00,906.00,893.00,903.00,+6.00,"3,215","17,097",-578
Sep08,080613,935.00,978.00,930.00,977.00,+33.00,"2,368","16,932",+41
Sep08,080602,867.00,895.00,867.00,886.00,+13.00,"1,435","18,549",+46
Sep08,080609,935.00,940.00,896.00,897.00,-15.00,"2,098","17,675",-633
Sep08,080625,970.00,998.00,966.25,992.75,+25.00,"1,373","17,186",+545
Sep08,080617,967.00,994.00,965.00,993.75,+23.50,"2,891","16,983",+0
